"deletion_rate"	"predictability_weight"	"Noun"	"Condition"	"SurprisalLogLikRatio"
"1955"	0.4	0.5	"speculation"	"g"	-11.5929200053215
"1956"	0.4	0.5	"speculation"	"u"	-9.3400500535965
"1957"	0.4	0.5	"statement"	"g"	-12.6708130091429
"1958"	0.4	0.5	"statement"	"u"	-10.2236870646477
"1959"	0.4	0.5	"story"	"g"	-11.5975731611252
"1960"	0.4	0.5	"story"	"u"	-9.24931527376174
"1961"	0.4	0.5	"suggestion"	"g"	-12.8797970861196
"1962"	0.4	0.5	"suggestion"	"u"	-10.1043400585651
"1963"	0.4	0.5	"suspicion"	"g"	-11.4868780374527
"1964"	0.4	0.5	"suspicion"	"u"	-9.2993000268936
"1965"	0.4	0.5	"thought"	"g"	-11.6693989634514
"1966"	0.4	0.5	"thought"	"u"	-9.7839504301548
"1967"	0.4	0.5	"truth"	"g"	-12.6189525872469
"1968"	0.4	0.5	"truth"	"u"	-9.97331203222275
"1969"	0.4	0.5	"understanding"	"g"	-12.9500699043274
"1970"	0.4	0.5	"understanding"	"u"	-9.8995050907135
"1971"	0.4	0.5	"view"	"g"	-12.9997794032097
"1972"	0.4	0.5	"view"	"u"	-9.93307684063909
"1973"	0.4	0.75	"accusation"	"g"	-13.6113156931741
"1974"	0.4	0.75	"accusation"	"u"	-10.4126335246222
"1975"	0.4	0.75	"admission"	"g"	-12.7781752603395
"1976"	0.4	0.75	"admission"	"u"	-10.4868851763862
"1977"	0.4	0.75	"allegation"	"g"	-13.0103913460459
"1978"	0.4	0.75	"allegation"	"u"	-9.89407657214573
"1979"	0.4	0.75	"announcement"	"g"	-14.2392131345613
"1980"	0.4	0.75	"announcement"	"u"	-9.91568410737174
"1981"	0.4	0.75	"assertion"	"g"	-14.3276937178203
"1982"	0.4	0.75	"assertion"	"u"	-10.1412315573011
"1983"	0.4	0.75	"assessment"	"g"	-13.9271656274796
"1984"	0.4	0.75	"assessment"	"u"	-10.4458941595895
"1985"	0.4	0.75	"assumption"	"g"	-13.8839523621968
"1986"	0.4	0.75	"assumption"	"u"	-10.1545445782798
"1987"	0.4	0.75	"assurance"	"g"	-14.0431229897908
"1988"	0.4	0.75	"assurance"	"u"	-10.1206204414368
"1989"	0.4	0.75	"belief"	"g"	-14.3985366821289
"1990"	0.4	0.75	"belief"	"u"	-10.3146200384412
"1991"	0.4	0.75	"certainty"	"g"	-12.8602821145739
"1992"	0.4	0.75	"certainty"	"u"	-9.67812465259007
"1993"	0.4	0.75	"claim"	"g"	-12.9849796550615
"1994"	0.4	0.75	"claim"	"u"	-9.79865151132857
"1995"	0.4	0.75	"complaint"	"g"	-13.7424219165529
"1996"	0.4	0.75	"complaint"	"u"	-10.3327753407615
"1997"	0.4	0.75	"concern"	"g"	-13.1500264150756
"1998"	0.4	0.75	"concern"	"u"	-9.91922314167024
"1999"	0.4	0.75	"conclusion"	"g"	-13.9620111754962
"2000"	0.4	0.75	"conclusion"	"u"	-9.86223856381006
"2001"	0.4	0.75	"confirmation"	"g"	-13.0547201803752
"2002"	0.4	0.75	"confirmation"	"u"	-10.2716044221606
"2003"	0.4	0.75	"conjecture"	"g"	-13.002645271165
"2004"	0.4	0.75	"conjecture"	"u"	-9.94839437007903
"2005"	0.4	0.75	"contention"	"g"	-13.7680387411799
"2006"	0.4	0.75	"contention"	"u"	-9.71573944091797
"2007"	0.4	0.75	"conviction"	"g"	-13.9946017009871
"2008"	0.4	0.75	"conviction"	"u"	-10.4120115416391
"2009"	0.4	0.75	"declaration"	"g"	-13.4023313181741
"2010"	0.4	0.75	"declaration"	"u"	-9.62396225248064
"2011"	0.4	0.75	"disclosure"	"g"	-12.4742456163679
"2012"	0.4	0.75	"disclosure"	"u"	-10.1460963862283
"2013"	0.4	0.75	"evidence"	"g"	-12.8907898409026
"2014"	0.4	0.75	"evidence"	"u"	-10.260180919511
"2015"	0.4	0.75	"fact"	"g"	-14.5360597627503
"2016"	0.4	0.75	"fact"	"u"	-10.1330711705344
"2017"	0.4	0.75	"feeling"	"g"	-13.5575966664723
"2018"	0.4	0.75	"feeling"	"u"	-9.56524314539773
"2019"	0.4	0.75	"finding"	"g"	-13.1610743147986
"2020"	0.4	0.75	"finding"	"u"	-9.53230980804989
"2021"	0.4	0.75	"guess"	"g"	-12.7154675722122
"2022"	0.4	0.75	"guess"	"u"	-9.46372531482151
"2023"	0.4	0.75	"idea"	"g"	-14.3128791621753
"2024"	0.4	0.75	"idea"	"u"	-9.94612518719263
"2025"	0.4	0.75	"impression"	"g"	-14.0137861030442
"2026"	0.4	0.75	"impression"	"u"	-10.4067050082343
"2027"	0.4	0.75	"indication"	"g"	-13.8362401468413
"2028"	0.4	0.75	"indication"	"u"	-9.94856010505131
"2029"	0.4	0.75	"information"	"g"	-13.2417965786798
"2030"	0.4	0.75	"information"	"u"	-10.3305346659252
"2031"	0.4	0.75	"insinuation"	"g"	-12.1409819381578
"2032"	0.4	0.75	"insinuation"	"u"	-9.61791416917528
"2033"	0.4	0.75	"intuition"	"g"	-13.2350669162614
"2034"	0.4	0.75	"intuition"	"u"	-10.3315358536584
"2035"	0.4	0.75	"message"	"g"	-13.4784253239632
"2036"	0.4	0.75	"message"	"u"	-10.1015840121678
"2037"	0.4	0.75	"myth"	"g"	-12.9063517706735
"2038"	0.4	0.75	"myth"	"u"	-10.1599407741002
"2039"	0.4	0.75	"news"	"g"	-12.636852826391
"2040"	0.4	0.75	"news"	"u"	-9.56075026648385
"2041"	0.4	0.75	"notion"	"g"	-14.0968739390373
"2042"	0.4	0.75	"notion"	"u"	-10.3855850049428
"2043"	0.4	0.75	"observation"	"g"	-13.2965453522546
"2044"	0.4	0.75	"observation"	"u"	-9.83202282360622
"2045"	0.4	0.75	"opinion"	"g"	-14.0741323658398
"2046"	0.4	0.75	"opinion"	"u"	-10.424047933306
"2047"	0.4	0.75	"perception"	"g"	-14.249477650438
"2048"	0.4	0.75	"perception"	"u"	-10.488195167269
"2049"	0.4	0.75	"prediction"	"g"	-14.3335269604411
"2050"	0.4	0.75	"prediction"	"u"	-10.3914597068514
"2051"	0.4	0.75	"presumption"	"g"	-14.0856840355055
"2052"	0.4	0.75	"presumption"	"u"	-9.89015111242022
"2053"	0.4	0.75	"proof"	"g"	-13.5907065612929
"2054"	0.4	0.75	"proof"	"u"	-10.4106269427708
"2055"	0.4	0.75	"realization"	"g"	-13.7237017410142
"2056"	0.4	0.75	"realization"	"u"	-10.2836598873138
"2057"	0.4	0.75	"recognition"	"g"	-13.4821344954627
"2058"	0.4	0.75	"recognition"	"u"	-9.60392100811004
"2059"	0.4	0.75	"remark"	"g"	-13.0907126579966
"2060"	0.4	0.75	"remark"	"u"	-9.91058518545968
"2061"	0.4	0.75	"reminder"	"g"	-13.8460526892117
"2062"	0.4	0.75	"reminder"	"u"	-9.84657201085772
"2063"	0.4	0.75	"report"	"g"	-12.7955792120525
"2064"	0.4	0.75	"report"	"u"	-9.89186334950583
"2065"	0.4	0.75	"revelation"	"g"	-13.2973824824606
"2066"	0.4	0.75	"revelation"	"u"	-9.96970851421356
"2067"	0.4	0.75	"rumor"	"g"	-13.0739550249917
"2068"	0.4	0.75	"rumor"	"u"	-10.0219391107559
"2069"	0.4	0.75	"sense"	"g"	-13.630852503436
"2070"	0.4	0.75	"sense"	"u"	-10.1001590354102
"2071"	0.4	0.75	"speculation"	"g"	-12.7348144735609
"2072"	0.4	0.75	"speculation"	"u"	-9.82389358452388
"2073"	0.4	0.75	"statement"	"g"	-13.8382247260639
"2074"	0.4	0.75	"statement"	"u"	-10.2298082658223
"2075"	0.4	0.75	"story"	"g"	-12.9739384480885
"2076"	0.4	0.75	"story"	"u"	-9.8394670009613
"2077"	0.4	0.75	"suggestion"	"g"	-13.7486056515149
"2078"	0.4	0.75	"suggestion"	"u"	-10.1583024808339
"2079"	0.4	0.75	"suspicion"	"g"	-12.6061440791403
"2080"	0.4	0.75	"suspicion"	"u"	-9.6742488690785
"2081"	0.4	0.75	"thought"	"g"	-12.6824258821351
"2082"	0.4	0.75	"thought"	"u"	-10.273845233236
"2083"	0.4	0.75	"truth"	"g"	-13.4968691383089
"2084"	0.4	0.75	"truth"	"u"	-10.0932264191764
"2085"	0.4	0.75	"understanding"	"g"	-13.2723025679588
"2086"	0.4	0.75	"understanding"	"u"	-10.0132162094116
"2087"	0.4	0.75	"view"	"g"	-13.9890436785562
"2088"	0.4	0.75	"view"	"u"	-10.1903215340206
"2089"	0.4	1	"accusation"	"g"	-15.5844564437866
"2090"	0.4	1	"accusation"	"u"	-11.0833048343658
"2091"	0.4	1	"admission"	"g"	-15.9513515532017
"2092"	0.4	1	"admission"	"u"	-11.6014095664024
"2093"	0.4	1	"allegation"	"g"	-15.2938568592071
"2094"	0.4	1	"allegation"	"u"	-10.9907908558846
"2095"	0.4	1	"announcement"	"g"	-16.9202598631382
"2096"	0.4	1	"announcement"	"u"	-10.8955872774124
"2097"	0.4	1	"assertion"	"g"	-15.9844165444374
"2098"	0.4	1	"assertion"	"u"	-11.5757463097572
"2099"	0.4	1	"assessment"	"g"	-15.4249750971794
"2100"	0.4	1	"assessment"	"u"	-11.7339409708977
"2101"	0.4	1	"assumption"	"g"	-17.1963939666748
"2102"	0.4	1	"assumption"	"u"	-11.363391649723
"2103"	0.4	1	"assurance"	"g"	-15.1650450825691
"2104"	0.4	1	"assurance"	"u"	-11.4178723216057
"2105"	0.4	1	"belief"	"g"	-16.497268050909
"2106"	0.4	1	"belief"	"u"	-11.4484841346741
"2107"	0.4	1	"certainty"	"g"	-16.370932251215
"2108"	0.4	1	"certainty"	"u"	-10.4916065454483
"2109"	0.4	1	"claim"	"g"	-15.4015843272209
"2110"	0.4	1	"claim"	"u"	-10.7670291185379
"2111"	0.4	1	"complaint"	"g"	-15.8469478487968
"2112"	0.4	1	"complaint"	"u"	-11.6920180439949
"2113"	0.4	1	"concern"	"g"	-16.2824485301971
"2114"	0.4	1	"concern"	"u"	-11.3844049096107
"2115"	0.4	1	"conclusion"	"g"	-16.010061621666
"2116"	0.4	1	"conclusion"	"u"	-11.0432791233063
"2117"	0.4	1	"confirmation"	"g"	-15.9691997766495
"2118"	0.4	1	"confirmation"	"u"	-11.7885628461838
"2119"	0.4	1	"conjecture"	"g"	-15.7801055908203
"2120"	0.4	1	"conjecture"	"u"	-10.225983095169
"2121"	0.4	1	"contention"	"g"	-16.2463222742081
"2122"	0.4	1	"contention"	"u"	-11.0279774188995
"2123"	0.4	1	"conviction"	"g"	-16.4916881322861
"2124"	0.4	1	"conviction"	"u"	-11.4266581654549
"2125"	0.4	1	"declaration"	"g"	-16.3285195231438
"2126"	0.4	1	"declaration"	"u"	-11.0133181929588
"2127"	0.4	1	"disclosure"	"g"	-14.9039067029953
"2128"	0.4	1	"disclosure"	"u"	-11.065125477314
"2129"	0.4	1	"evidence"	"g"	-14.8978953957557
"2130"	0.4	1	"evidence"	"u"	-11.4749576568604
"2131"	0.4	1	"fact"	"g"	-16.8007887303829
"2132"	0.4	1	"fact"	"u"	-10.7822940468788
"2133"	0.4	1	"feeling"	"g"	-16.0375080406666
"2134"	0.4	1	"feeling"	"u"	-10.7436942577362
"2135"	0.4	1	"finding"	"g"	-15.5301041603088
"2136"	0.4	1	"finding"	"u"	-10.6261066913604
"2137"	0.4	1	"guess"	"g"	-14.9400027990341
"2138"	0.4	1	"guess"	"u"	-9.90176488161088
"2139"	0.4	1	"idea"	"g"	-17.3546218276024
"2140"	0.4	1	"idea"	"u"	-11.7690969824791
"2141"	0.4	1	"impression"	"g"	-16.1053057909012
"2142"	0.4	1	"impression"	"u"	-10.8223158836365
"2143"	0.4	1	"indication"	"g"	-15.9884867668152
"2144"	0.4	1	"indication"	"u"	-11.1077496528626
"2145"	0.4	1	"information"	"g"	-14.5041624903679
"2146"	0.4	1	"information"	"u"	-11.2728961825371
"2147"	0.4	1	"insinuation"	"g"	-14.2385095357895
"2148"	0.4	1	"insinuation"	"u"	-10.7331175327301
"2149"	0.4	1	"intuition"	"g"	-16.0502530932426
"2150"	0.4	1	"intuition"	"u"	-11.2270953178406
"2151"	0.4	1	"message"	"g"	-16.0655654668808
"2152"	0.4	1	"message"	"u"	-10.6226448535919
"2153"	0.4	1	"myth"	"g"	-15.308864235878
"2154"	0.4	1	"myth"	"u"	-10.9212656736374
"2155"	0.4	1	"news"	"g"	-15.6494541168213
"2156"	0.4	1	"news"	"u"	-11.0396651744842
"2157"	0.4	1	"notion"	"g"	-16.4749817848206
"2158"	0.4	1	"notion"	"u"	-11.345819067955
"2159"	0.4	1	"observation"	"g"	-15.4032937288284
"2160"	0.4	1	"observation"	"u"	-10.9967573404312
"2161"	0.4	1	"opinion"	"g"	-15.8381655216217
"2162"	0.4	1	"opinion"	"u"	-11.2934498310089
"2163"	0.4	1	"perception"	"g"	-16.0224718749523
"2164"	0.4	1	"perception"	"u"	-11.2349172353744
"2165"	0.4	1	"prediction"	"g"	-16.3171795606613
"2166"	0.4	1	"prediction"	"u"	-11.4332354784012
"2167"	0.4	1	"presumption"	"g"	-14.8975681066513
"2168"	0.4	1	"presumption"	"u"	-10.8451946496964
"2169"	0.4	1	"proof"	"g"	-15.4837740659714
"2170"	0.4	1	"proof"	"u"	-10.8325503587722
"2171"	0.4	1	"realization"	"g"	-15.6561090946197
"2172"	0.4	1	"realization"	"u"	-11.031778883934
"2173"	0.4	1	"recognition"	"g"	-16.51205098629
"2174"	0.4	1	"recognition"	"u"	-11.2326343774795
"2175"	0.4	1	"remark"	"g"	-15.6069226264954
"2176"	0.4	1	"remark"	"u"	-11.3661148071289
"2177"	0.4	1	"reminder"	"g"	-15.6593328714371
"2178"	0.4	1	"reminder"	"u"	-10.2765783786774
"2179"	0.4	1	"report"	"g"	-15.2010229825973
"2180"	0.4	1	"report"	"u"	-11.0374059200287
"2181"	0.4	1	"revelation"	"g"	-15.0409520566464
"2182"	0.4	1	"revelation"	"u"	-10.5789299726487
"2183"	0.4	1	"rumor"	"g"	-15.4305887818337
"2184"	0.4	1	"rumor"	"u"	-11.0798981904983
"2185"	0.4	1	"sense"	"g"	-15.4465238749981
"2186"	0.4	1	"sense"	"u"	-10.9801114320755
"2187"	0.4	1	"speculation"	"g"	-16.2140648663044
"2188"	0.4	1	"speculation"	"u"	-10.9665662765503
"2189"	0.4	1	"statement"	"g"	-17.11591142416
"2190"	0.4	1	"statement"	"u"	-11.2567752718925
"2191"	0.4	1	"story"	"g"	-14.623671233654
"2192"	0.4	1	"story"	"u"	-10.4436096072197
"2193"	0.4	1	"suggestion"	"g"	-16.4825953841209
"2194"	0.4	1	"suggestion"	"u"	-11.0821210861206
"2195"	0.4	1	"suspicion"	"g"	-15.6542952358723
"2196"	0.4	1	"suspicion"	"u"	-11.0482747077942
"2197"	0.4	1	"thought"	"g"	-15.2739872038364
"2198"	0.4	1	"thought"	"u"	-11.1921680092811
"2199"	0.4	1	"truth"	"g"	-15.199656188488
"2200"	0.4	1	"truth"	"u"	-10.4713432312012
"2201"	0.4	1	"understanding"	"g"	-15.8765871822834
"2202"	0.4	1	"understanding"	"u"	-10.8861506104469
"2203"	0.4	1	"view"	"g"	-16.7403097748756
"2204"	0.4	1	"view"	"u"	-10.8330203413963
"2205"	0.5	0	"accusation"	"g"	-4.18633143107093
"2206"	0.5	0	"accusation"	"u"	-3.88159421284995
"2207"	0.5	0	"admission"	"g"	-1.63384202122691
"2208"	0.5	0	"admission"	"u"	-4.20209182500839
"2209"	0.5	0	"allegation"	"g"	-0.929688334465041
"2210"	0.5	0	"allegation"	"u"	-4.29769701957703
"2211"	0.5	0	"announcement"	"g"	-1.58719468116761
"2212"	0.5	0	"announcement"	"u"	-3.35659588575364
"2213"	0.5	0	"assertion"	"g"	-3.51812317967418
"2214"	0.5	0	"assertion"	"u"	-4.5213783502579
"2215"	0.5	0	"assessment"	"g"	-3.25337417920429
"2216"	0.5	0	"assessment"	"u"	-3.61744915644329
"2217"	0.5	0	"assumption"	"g"	-2.8954785466194
"2218"	0.5	0	"assumption"	"u"	-4.3396738886833
"2219"	0.5	0	"assurance"	"g"	-2.55336654186249
"2220"	0.5	0	"assurance"	"u"	-4.28758306503296
"2221"	0.5	0	"belief"	"g"	-2.26919490098957
"2222"	0.5	0	"belief"	"u"	-4.69763005971911
"2223"	0.5	0	"certainty"	"g"	-1.3248964548111
"2224"	0.5	0	"certainty"	"u"	-3.41651613712309
"2225"	0.5	0	"claim"	"g"	-1.19123852252961
"2226"	0.5	0	"claim"	"u"	-3.56433070898057
"2227"	0.5	0	"complaint"	"g"	-2.08011323213577
"2228"	0.5	0	"complaint"	"u"	-3.86088908910752
"2229"	0.5	0	"concern"	"g"	-1.1136840581894
"2230"	0.5	0	"concern"	"u"	-3.63522906303404
"2231"	0.5	0	"conclusion"	"g"	-2.09513330459597
"2232"	0.5	0	"conclusion"	"u"	-3.92333604097367
"2233"	0.5	0	"confirmation"	"g"	-1.74690848588942
"2234"	0.5	0	"confirmation"	"u"	-3.9371702194214
"2235"	0.5	0	"conjecture"	"g"	-1.41314490636189
"2236"	0.5	0	"conjecture"	"u"	-4.43916355768841
"2237"	0.5	0	"contention"	"g"	-2.01821867624919
"2238"	0.5	0	"contention"	"u"	-3.41996394793194
"2239"	0.5	0	"conviction"	"g"	-2.83044044176737
"2240"	0.5	0	"conviction"	"u"	-4.89003764788313
"2241"	0.5	0	"declaration"	"g"	-1.71433877944945
"2242"	0.5	0	"declaration"	"u"	-4.35753412246705
"2243"	0.5	0	"disclosure"	"g"	-3.38529499371848
"2244"	0.5	0	"disclosure"	"u"	-5.4335640589396
"2245"	0.5	0	"evidence"	"g"	-1.40687459707258
"2246"	0.5	0	"evidence"	"u"	-4.06071157455445
"2247"	0.5	0	"fact"	"g"	-2.62676525115967
"2248"	0.5	0	"fact"	"u"	-3.88336004018782
"2249"	0.5	0	"feeling"	"g"	-2.70041280984879
"2250"	0.5	0	"feeling"	"u"	-3.56451798677442
"2251"	0.5	0	"finding"	"g"	-1.07396656274798
"2252"	0.5	0	"finding"	"u"	-3.002557349205
"2253"	0.5	0	"guess"	"g"	-2.27227242787677
"2254"	0.5	0	"guess"	"u"	-3.35810982386267
"2255"	0.5	0	"idea"	"g"	-3.2234928011894
"2256"	0.5	0	"idea"	"u"	-3.94668222665785
"2257"	0.5	0	"impression"	"g"	-2.64104119936628
"2258"	0.5	0	"impression"	"u"	-4.70025232632956
"2259"	0.5	0	"indication"	"g"	-2.71238365769388
"2260"	0.5	0	"indication"	"u"	-4.76651437282563
"2261"	0.5	0	"information"	"g"	-1.8734165430069
"2262"	0.5	0	"information"	"u"	-4.30084521770476
"2263"	0.5	0	"insinuation"	"g"	-0.557484626770005
"2264"	0.5	0	"insinuation"	"u"	-1.99203502337136
"2265"	0.5	0	"intuition"	"g"	-2.80119923750559
"2266"	0.5	0	"intuition"	"u"	-3.35974712371826
"2267"	0.5	0	"message"	"g"	-3.46014944712319
"2268"	0.5	0	"message"	"u"	-5.05815608501435
"2269"	0.5	0	"myth"	"g"	-1.75605088472365
"2270"	0.5	0	"myth"	"u"	-3.8995478272438
"2271"	0.5	0	"news"	"g"	-0.79825639724733
"2272"	0.5	0	"news"	"u"	-3.89177711009977
"2273"	0.5	0	"notion"	"g"	-3.76898964246115
"2274"	0.5	0	"notion"	"u"	-5.14040950139362
"2275"	0.5	0	"observation"	"g"	-2.37939782937369
"2276"	0.5	0	"observation"	"u"	-4.40134131113691
"2277"	0.5	0	"opinion"	"g"	-1.91949295997622
"2278"	0.5	0	"opinion"	"u"	-4.7880525112152
"2279"	0.5	0	"perception"	"g"	-3.65853416919711
"2280"	0.5	0	"perception"	"u"	-4.60977561473846
"2281"	0.5	0	"prediction"	"g"	-2.57753551006316
"2282"	0.5	0	"prediction"	"u"	-4.29012144804003
"2283"	0.5	0	"presumption"	"g"	-2.36497807502748
"2284"	0.5	0	"presumption"	"u"	-3.76899380683901
"2285"	0.5	0	"proof"	"g"	-2.33671146631242
"2286"	0.5	0	"proof"	"u"	-4.20658637285232
"2287"	0.5	0	"realization"	"g"	-2.04560512304305
"2288"	0.5	0	"realization"	"u"	-4.24654067754748
"2289"	0.5	0	"recognition"	"g"	-2.09391760826115
"2290"	0.5	0	"recognition"	"u"	-3.68983359336853
"2291"	0.5	0	"remark"	"g"	-1.58010178804398
"2292"	0.5	0	"remark"	"u"	-3.31836981773376
"2293"	0.5	0	"reminder"	"g"	-2.47709810733791
"2294"	0.5	0	"reminder"	"u"	-4.60680927038194
"2295"	0.5	0	"report"	"g"	-0.436537265777595
"2296"	0.5	0	"report"	"u"	-2.98847312927248
"2297"	0.5	0	"revelation"	"g"	-1.49483722448351
"2298"	0.5	0	"revelation"	"u"	-4.00501067638399
"2299"	0.5	0	"rumor"	"g"	-0.577827513217919
"2300"	0.5	0	"rumor"	"u"	-3.0829291462898
"2301"	0.5	0	"sense"	"g"	-3.27766791979472
"2302"	0.5	0	"sense"	"u"	-4.34588658014935
"2303"	0.5	0	"speculation"	"g"	-0.831422030925738
"2304"	0.5	0	"speculation"	"u"	-3.47080070972444
"2305"	0.5	0	"statement"	"g"	-1.67374432086944
"2306"	0.5	0	"statement"	"u"	-4.73302836418151
"2307"	0.5	0	"story"	"g"	-0.335188448429118
"2308"	0.5	0	"story"	"u"	-3.65078539848328
"2309"	0.5	0	"suggestion"	"g"	-2.56106856465342
"2310"	0.5	0	"suggestion"	"u"	-3.76660383939741
"2311"	0.5	0	"suspicion"	"g"	-1.74358439445497
"2312"	0.5	0	"suspicion"	"u"	-3.97575594186782
"2313"	0.5	0	"thought"	"g"	-2.01791604359944
"2314"	0.5	0	"thought"	"u"	-4.05793439547221
"2315"	0.5	0	"truth"	"g"	-2.46219293276467
"2316"	0.5	0	"truth"	"u"	-4.89061422348022
"2317"	0.5	0	"understanding"	"g"	-2.5138769944509
"2318"	0.5	0	"understanding"	"u"	-3.88652081489565
"2319"	0.5	0	"view"	"g"	-3.83476368586224
"2320"	0.5	0	"view"	"u"	-4.07106561660764
"2321"	0.5	0.25	"accusation"	"g"	-10.2204691886902
"2322"	0.5	0.25	"accusation"	"u"	-8.9815096139908
"2323"	0.5	0.25	"admission"	"g"	-9.21775379180905
"2324"	0.5	0.25	"admission"	"u"	-8.13245460987091
"2325"	0.5	0.25	"allegation"	"g"	-10.2287045717239
"2326"	0.5	0.25	"allegation"	"u"	-8.4711004257202
"2327"	0.5	0.25	"announcement"	"g"	-10.2208660602569
"2328"	0.5	0.25	"announcement"	"u"	-9.05333745479583
"2329"	0.5	0.25	"assertion"	"g"	-10.1273891210556
"2330"	0.5	0.25	"assertion"	"u"	-9.14731450080872
"2331"	0.5	0.25	"assessment"	"g"	-9.5907395839691
"2332"	0.5	0.25	"assessment"	"u"	-9.13927502632141
"2333"	0.5	0.25	"assumption"	"g"	-11.1442042827607
"2334"	0.5	0.25	"assumption"	"u"	-8.92766959667206
"2335"	0.5	0.25	"assurance"	"g"	-9.97997670173645
"2336"	0.5	0.25	"assurance"	"u"	-8.03822836875915
"2337"	0.5	0.25	"belief"	"g"	-10.508123755455
"2338"	0.5	0.25	"belief"	"u"	-8.72777736186982
"2339"	0.5	0.25	"certainty"	"g"	-10.1390511274338
"2340"	0.5	0.25	"certainty"	"u"	-7.84991385936737
"2341"	0.5	0.25	"claim"	"g"	-9.66765215396881
"2342"	0.5	0.25	"claim"	"u"	-8.54097247123718
"2343"	0.5	0.25	"complaint"	"g"	-9.26330199241637
"2344"	0.5	0.25	"complaint"	"u"	-8.73416798114777
"2345"	0.5	0.25	"concern"	"g"	-9.83083307743074
"2346"	0.5	0.25	"concern"	"u"	-8.14338994026183
"2347"	0.5	0.25	"conclusion"	"g"	-9.44364614486695
"2348"	0.5	0.25	"conclusion"	"u"	-8.390109872818
"2349"	0.5	0.25	"confirmation"	"g"	-9.48235828876496
"2350"	0.5	0.25	"confirmation"	"u"	-8.50146446228027
"2351"	0.5	0.25	"conjecture"	"g"	-10.1091835975647
"2352"	0.5	0.25	"conjecture"	"u"	-7.83023669719698
"2353"	0.5	0.25	"contention"	"g"	-10.4740115880966
"2354"	0.5	0.25	"contention"	"u"	-9.17266526222229
"2355"	0.5	0.25	"conviction"	"g"	-10.4596777915955
"2356"	0.5	0.25	"conviction"	"u"	-9.28790903091431
"2357"	0.5	0.25	"declaration"	"g"	-9.50783298015594
"2358"	0.5	0.25	"declaration"	"u"	-8.57601199150085
"2359"	0.5	0.25	"disclosure"	"g"	-9.76540906429293
"2360"	0.5	0.25	"disclosure"	"u"	-8.86142604351043
"2361"	0.5	0.25	"evidence"	"g"	-9.43001310825345
"2362"	0.5	0.25	"evidence"	"u"	-8.92769162654877
"2363"	0.5	0.25	"fact"	"g"	-9.46538882255554
"2364"	0.5	0.25	"fact"	"u"	-8.56451420783996
"2365"	0.5	0.25	"feeling"	"g"	-9.92656638622285
"2366"	0.5	0.25	"feeling"	"u"	-8.06947131156922
"2367"	0.5	0.25	"finding"	"g"	-9.00871324539186
"2368"	0.5	0.25	"finding"	"u"	-8.06262025833129
"2369"	0.5	0.25	"guess"	"g"	-9.39289681911469
"2370"	0.5	0.25	"guess"	"u"	-8.06644847393037
"2371"	0.5	0.25	"idea"	"g"	-10.4582898139953
"2372"	0.5	0.25	"idea"	"u"	-8.80125999450683
"2373"	0.5	0.25	"impression"	"g"	-10.6144877195358
"2374"	0.5	0.25	"impression"	"u"	-9.13068525791168
"2375"	0.5	0.25	"indication"	"g"	-10.0615954399109
"2376"	0.5	0.25	"indication"	"u"	-8.6997586965561
"2377"	0.5	0.25	"information"	"g"	-9.08659327030181
"2378"	0.5	0.25	"information"	"u"	-9.30155386924744
"2379"	0.5	0.25	"insinuation"	"g"	-8.81660718917847
"2380"	0.5	0.25	"insinuation"	"u"	-7.39942588806151
"2381"	0.5	0.25	"intuition"	"g"	-9.26611127853394
"2382"	0.5	0.25	"intuition"	"u"	-8.32963120937347
"2383"	0.5	0.25	"message"	"g"	-10.4769234418869
"2384"	0.5	0.25	"message"	"u"	-8.48940184116362
"2385"	0.5	0.25	"myth"	"g"	-9.00217185020448
"2386"	0.5	0.25	"myth"	"u"	-7.99723381996154
"2387"	0.5	0.25	"news"	"g"	-8.85521218776702
"2388"	0.5	0.25	"news"	"u"	-8.10861072540284
"2389"	0.5	0.25	"notion"	"g"	-10.710383439064
"2390"	0.5	0.25	"notion"	"u"	-9.26760499477387
"2391"	0.5	0.25	"observation"	"g"	-9.26066126823425
"2392"	0.5	0.25	"observation"	"u"	-8.60526275634766
"2393"	0.5	0.25	"opinion"	"g"	-10.1278448104858
"2394"	0.5	0.25	"opinion"	"u"	-8.72130725383758
"2395"	0.5	0.25	"perception"	"g"	-10.1185521602631
"2396"	0.5	0.25	"perception"	"u"	-9.16799068450926
"2397"	0.5	0.25	"prediction"	"g"	-10.3707127332687
"2398"	0.5	0.25	"prediction"	"u"	-8.75349225997924
"2399"	0.5	0.25	"presumption"	"g"	-9.93112747669219
"2400"	0.5	0.25	"presumption"	"u"	-8.5645518541336
"2401"	0.5	0.25	"proof"	"g"	-9.80920727252962
"2402"	0.5	0.25	"proof"	"u"	-8.76473445892333
"2403"	0.5	0.25	"realization"	"g"	-10.7721380233765
"2404"	0.5	0.25	"realization"	"u"	-9.00134255886079
"2405"	0.5	0.25	"recognition"	"g"	-9.81185786724091
"2406"	0.5	0.25	"recognition"	"u"	-8.13935883045196
"2407"	0.5	0.25	"remark"	"g"	-9.81644849777221
"2408"	0.5	0.25	"remark"	"u"	-8.39020552635193
"2409"	0.5	0.25	"reminder"	"g"	-10.0445718765259
"2410"	0.5	0.25	"reminder"	"u"	-8.7700918674469
"2411"	0.5	0.25	"report"	"g"	-9.79432725906372
"2412"	0.5	0.25	"report"	"u"	-8.39233038425445
